"","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Proteobacteria","tags"
"1",0.575471698113208,0.34,0,0.0343137254901961,0.0258064516129032,1
"2",0.329192546583851,0.127147766323024,0,0.0189393939393939,0.0174825174825175,1
"3",0.553333333333333,0.171003717472119,0.00617283950617284,0.0344827586206897,0.0217391304347826,1
"4",0.932203389830508,0.538461538461538,0.00833333333333333,0.0505050505050505,0.0228136882129278,1
"5",0.433155080213904,0.325301204819277,0,0.0720720720720721,0.0213903743315508,1
"6",0.730434782608696,0.215753424657534,0,0.0415094339622641,0.0113636363636364,1
"7",1.1304347826087,0.863636363636364,0.0102389078498294,0.0607287449392713,0.0277777777777778,1
"8",0.327731092436975,0.180257510729614,0,0.0168067226890756,0.0155038759689922,1
"9",0.690721649484536,0.594444444444444,0.0151515151515152,0.121212121212121,0.0220264317180617,1
"10",0.545150501672241,0.346801346801347,0.00921658986175115,0.0532786885245902,0.0208333333333333,1
"11",0.262357414448669,0.328125,0,0.145631067961165,0.0102739726027397,1
"12",0.498316498316498,0.334448160535117,0.00892857142857143,0.0764331210191083,0.027027027027027,1
"13",0.524096385542169,0.298969072164948,0,0.0902255639097744,0.0420168067226891,1
"14",0.803571428571429,0.554621848739496,0,0.14,0.0172413793103448,1
"15",0.473958333333333,0.483660130718954,0.00386100386100386,0.099009900990099,0.0288808664259928,1
"16",0.314285714285714,0.205741626794258,0,0.0272373540856031,0.00668896321070234,1
"17",0.265151515151515,0.335164835164835,0.00384615384615385,0.0236486486486486,0.016260162601626,1
"18",0.394117647058824,0.182509505703422,0.00389105058365759,0.00851063829787234,0.00809716599190283,1
"19",0.76056338028169,0.326829268292683,0.0222222222222222,0.0984848484848485,0.0276679841897233,1
"20",1.12686567164179,0.609271523178808,0.00921658986175115,0.0655021834061135,0.0116731517509728,1
"21",0.530864197530864,0.41,0.00413223140495868,0.0923076923076923,0.0416666666666667,1
"22",0.363265306122449,0.532110091743119,0.0115384615384615,0.0821917808219178,0.0145454545454545,1
"23",0.41635687732342,0.699115044247788,0.00458715596330275,0.0639269406392694,0.0406976744186047,1
"24",0.579710144927536,0.555555555555556,0.00892857142857143,0.076555023923445,0.0183823529411765,1
"25",0.49748743718593,0.579831932773109,0.0112994350282486,0.104761904761905,0.0355029585798817,1
"26",0.273127753303965,0.153846153846154,0,0.033210332103321,0.00833333333333333,1
"27",1.43,0.488549618320611,0.0100671140939597,0.0666666666666667,0.0271317829457364,1
"28",0.478114478114478,0.578378378378378,0,0.081447963800905,0.0272727272727273,1
"29",0.672489082969432,0.304029304029304,0.016304347826087,0.172413793103448,0.0292397660818713,1
"30",0.463333333333333,0.801587301587302,0.0142857142857143,0.116666666666667,0.0404040404040404,1
"31",0.5,0.53448275862069,0,0.0387931034482759,0.00704225352112676,1
"32",0.491935483870968,0.456692913385827,0,0.0384615384615385,0.024896265560166,1
"33",0.735,0.694915254237288,0,0.106741573033708,0.0203045685279188,1
"34",0.5,0.862385321100917,0,0.126050420168067,0.0241379310344828,1
"35",0.271844660194175,0.166051660516605,0,0.03,0.00549450549450549,1
"36",0.484962406015038,0.377118644067797,0.0115606936416185,0.145454545454545,0.0176991150442478,1
"37",0.974358974358974,0.951923076923077,0.00896860986547085,0.0714285714285714,0.0164609053497942,1
"38",1.00925925925926,0.496894409937888,0.00373134328358209,0.0663507109004739,0.0271186440677966,1
"39",0.537037037037037,0.549450549450549,0.00727272727272727,0.0970149253731343,0.028,1
"40",0.386740331491713,0.413223140495868,0,0.0194552529182879,0.0233918128654971,1
"41",0.794117647058823,0.579365079365079,0.00401606425702811,0.0476190476190476,0.0187265917602996,1
"42",0.676056338028169,0.244604316546763,0.00434782608695652,0.108108108108108,0.012,1
"43",0.265454545454545,0.365853658536585,0.00847457627118644,0.046875,0.0125523012552301,1
"44",0.559701492537313,0.355371900826446,0.00571428571428571,0.0476190476190476,0.0173010380622837,1
"45",0.480349344978166,0.326388888888889,0.0152671755725191,0.106666666666667,0.0168350168350168,1
"46",0.993103448275862,1.04385964912281,0.0215827338129496,0.116591928251121,0.0246478873239437,1
"47",1,0.395061728395062,0.0105820105820106,0.109375,0.0338983050847458,1
"48",1.01739130434783,0.503267973856209,0.00847457627118644,0.119205298013245,0.032258064516129,1
"49",0.423611111111111,0.40948275862069,0.00704225352112676,0.0582959641255605,0.0722222222222222,1
