"","Firmicutes","Bacteroidetes","Actinobacteria","Fusobacteria","Proteobacteria","tags"
"1",2.78898330638666,2.30350373685669,0.0159302780288664,3.20715488063428,2.6891994340602,1
"2",2.61733530314655,2.40160176281224,0.0159302780288664,2.78289897698948,2.96568136682534,1
"3",3.17686767962732,2.66127607578994,3.59731847767144,3.01056626836238,2.6891994340602,1
"4",3.5434894085251,3.30963206197694,3.59731847767144,3.67408526255611,3.19760299659675,1
"5",3.14561189328213,2.85841292164911,0.0159302780288664,4.3091387165987,2.6891994340602,1
"6",3.19224525453107,3.05210272695854,0.0159302780288664,3.80127725656816,2.34686206362816,1
"7",4.01057791600103,3.82772021085532,5.1005423553389,4.22087297636002,2.34686206362816,1
"8",3.09742066920471,2.55158973978369,0.0159302780288664,2.51244720128988,1.89715408560379,1
"9",3.80588617410097,3.74292898636221,4.53645275630746,4.3091387165987,2.96568136682534,1
"10",4.07005474474828,3.69214116091861,4.53645275630746,4.02627613855767,2.96568136682534,1
"11",2.94236332120707,3.05210272695854,0.0159302780288664,4.22087297636002,2.34686206362816,1
"12",3.93945933187455,3.65284144551685,3.59731847767144,3.91815853791492,3.57278156125478,1
"13",3.23741832800357,2.94772125725064,0.0159302780288664,3.91815853791492,2.96568136682534,1
"14",3.28121979918028,3.1112888041541,0.0159302780288664,4.1268530792802,2.6891994340602,1
"15",3.29552967002791,3.25818568575433,3.59731847767144,3.67408526255611,3.57278156125478,1
"16",2.8867391000261,2.57980299082773,0.0159302780288664,3.20715488063428,1.89715408560379,1
"17",2.96043813937965,3.01125185750216,3.59731847767144,3.20715488063428,2.6891994340602,1
"18",2.90551981071557,2.71314265472977,3.59731847767144,1.74542479075905,1.89715408560379,1
"19",3.51930669126593,3.13048994788947,5.1005423553389,4.02627613855767,3.39735390134643,1
"20",3.96654129469577,3.54248672122578,4.53645275630746,4.22087297636002,2.34686206362816,1
"21",3.2225172459171,3.39149791535588,3.59731847767144,3.91815853791492,3.19760299659675,1
"22",3.26676656775971,2.94772125725064,5.1005423553389,3.91815853791492,2.6891994340602,1
"23",3.56727344426096,3.34293790393346,3.59731847767144,4.1268530792802,3.39735390134643,1
"24",3.65867236546045,3.35930685815054,3.59731847767144,4.3091387165987,2.96568136682534,1
"25",3.40516909485333,3.16814217668141,4.53645275630746,3.80127725656816,3.19760299659675,1
"26",2.80907156088868,2.55158973978369,0.0159302780288664,3.53458587656644,1.89715408560379,1
"27",3.89316142045224,3.9836741047795,5.1005423553389,3.80127725656816,3.39735390134643,1
"28",3.8837208391834,3.74292898636221,0.0159302780288664,4.47095463051684,2.34686206362816,1
"29",3.99312423388314,3.40732803392089,5.1005423553389,4.61643747600976,2.96568136682534,1
"30",3.85502267888511,3.66606065746779,4.53645275630746,4.1268530792802,3.57278156125478,1
"31",2.8867391000261,3.03182187734198,0.0159302780288664,3.53458587656644,1.24024626280351,1
"32",2.78898330638666,2.94772125725064,0.0159302780288664,3.20715488063428,3.19760299659675,1
"33",3.93031784784608,3.92989095316103,0.0159302780288664,4.54552910667974,2.6891994340602,1
"34",3.77558037252486,3.57087680745029,0.0159302780288664,4.22087297636002,3.39735390134643,1
"35",2.68411908516904,2.63462635260869,0.0159302780288664,3.01056626836238,1.24024626280351,1
"36",3.75501694966934,3.49882577273527,4.53645275630746,4.3091387165987,1.89715408560379,1
"37",3.59067173105254,3.63949998679097,4.53645275630746,4.1268530792802,2.6891994340602,1
"38",3.53144871869169,3.35930685815054,3.59731847767144,4.1268530792802,3.57278156125478,1
"39",3.61369658224133,3.65284144551685,4.53645275630746,4.02627613855767,3.39735390134643,1
"40",2.96043813937965,2.76320909912134,0.0159302780288664,2.78289897698948,2.6891994340602,1
"41",3.51930669126593,3.24062097238995,3.59731847767144,3.20715488063428,2.96568136682534,1
"42",3.36502436722725,3.14943889230667,3.59731847767144,3.91815853791492,2.34686206362816,1
"43",3.01334235620717,2.63462635260869,4.53645275630746,3.53458587656644,2.34686206362816,1
"44",3.04756388839824,2.57980299082773,3.59731847767144,3.38013964029283,2.96568136682534,1
"45",3.5434894085251,3.57087680745029,4.53645275630746,4.3091387165987,2.96568136682534,1
"46",3.90254062667646,3.88537250495082,5.1005423553389,4.98131214962581,3.39735390134643,1
"47",4.10297205841357,3.59871898383818,4.53645275630746,5.08496137283609,2.6891994340602,1
"48",3.62507265772048,3.30963206197694,3.59731847767144,4.47095463051684,2.6891994340602,1
"49",3.68064516343523,3.58486505941887,3.59731847767144,4.02627613855767,4.22581869307167,1
"50",3.75501694966934,3.43847651850104,3.59731847767144,4.54552910667974,3.19760299659675,1
"51",3.81584827005113,3.67915984259381,3.59731847767144,4.81037934116331,1.89715408560379,1
"52",3.37853044365116,3.39149791535588,0.0159302780288664,3.80127725656816,1.89715408560379,1
"53",3.30969899635982,3.1112888041541,3.59731847767144,4.22087297636002,2.6891994340602,1
"54",2.82888394109527,2.16138088460555,0.0159302780288664,3.67408526255611,0.00196417350968963,1
"55",3.86465230127718,3.94080918141344,3.59731847767144,4.54552910667974,3.57278156125478,1
"56",4.13515503662151,3.83943645349503,4.53645275630746,3.20715488063428,1.89715408560379,1
"57",3.99312423388314,3.83943645349503,0.0159302780288664,4.81037934116331,3.39735390134643,1
"58",2.68411908516904,2.49345204928893,0.0159302780288664,3.67408526255611,3.19760299659675,1
"59",3.09742066920471,2.99038430187114,0.0159302780288664,3.91815853791492,3.39735390134643,1
"60",3.97545680914216,3.83943645349503,4.53645275630746,4.74858424551043,2.96568136682534,1
"61",3.19224525453107,2.94772125725064,3.59731847767144,4.3091387165987,3.39735390134643,1
"62",3.36502436722725,3.29268629658935,3.59731847767144,4.02627613855767,3.57278156125478,1
"63",3.8837208391834,3.61244113605253,5.50502905462588,4.61643747600976,4.8200651148194,1
"64",2.97828930615486,2.76320909912134,3.59731847767144,3.38013964029283,2.34686206362816,1
"65",2.82888394109527,2.60747507153296,0.0159302780288664,3.20715488063428,2.96568136682534,1
"66",2.78898330638666,2.4634803657926,0.0159302780288664,3.38013964029283,2.6891994340602,1
"67",3.03055458915618,2.36963787386202,0.0159302780288664,3.01056626836238,2.34686206362816,1
"68",2.57103100153189,2.60747507153296,0.0159302780288664,3.67408526255611,1.89715408560379,1
"69",2.66219953619955,2.33694972649799,4.53645275630746,3.20715488063428,1.24024626280351,1
"70",3.55543043830598,3.57087680745029,4.53645275630746,4.39231418985268,3.57278156125478,1
"71",3.61369658224133,3.05210272695854,0.0159302780288664,3.53458587656644,2.6891994340602,1
"72",3.29552967002791,2.78760549088786,3.59731847767144,3.38013964029283,1.89715408560379,1
"73",3.73415618321936,3.71775855035926,5.50502905462588,4.1268530792802,3.72917171990539,1
"74",2.57103100153189,2.60747507153296,0.0159302780288664,2.78289897698948,1.24024626280351,1
"75",4.00187746904765,3.70500671467722,0.0159302780288664,3.53458587656644,3.72917171990539,1
"76",3.61369658224133,3.37549217033864,5.82058943262022,3.20715488063428,1.24024626280351,1
"77",3.57902002264899,3.29268629658935,3.59731847767144,3.91815853791492,3.39735390134643,1
"78",3.35139065515651,3.24062097238995,5.1005423553389,3.80127725656816,2.96568136682534,1
"79",3.73415618321936,3.65284144551685,4.53645275630746,4.61643747600976,3.57278156125478,1
"80",4.08660728195804,3.8039983573882,3.59731847767144,4.39231418985268,2.6891994340602,1
"81",3.79585480930632,3.69214116091861,4.53645275630746,4.3091387165987,3.87025476436144,1
"82",3.19224525453107,3.34293790393346,3.59731847767144,4.1268530792802,2.6891994340602,1
"83",3.87421807433207,3.49882577273527,3.59731847767144,4.47095463051684,3.99876181098849,1
"84",3.98431756603156,3.82772021085532,5.1005423553389,4.39231418985268,3.72917171990539,1
"85",3.64755918345563,3.66606065746779,0.0159302780288664,4.54552910667974,3.39735390134643,1
"86",3.29552967002791,2.99038430187114,0.0159302780288664,4.02627613855767,3.19760299659675,1
"87",3.97545680914216,3.52807938896445,4.53645275630746,4.02627613855767,2.96568136682534,1
"88",3.77558037252486,3.70500671467722,4.53645275630746,4.1268530792802,3.19760299659675,1
"89",3.76533529832535,3.51352672675196,3.59731847767144,3.80127725656816,2.34686206362816,1
"90",3.94854325638795,3.32638109253178,3.59731847767144,4.1268530792802,2.96568136682534,1
"91",3.04756388839824,2.83519444988119,0.0159302780288664,3.38013964029283,3.19760299659675,1
"92",3.44422692312159,3.30963206197694,4.53645275630746,4.1268530792802,3.87025476436144,1
"93",2.9959222887189,2.8115961835729,0.0159302780288664,3.20715488063428,2.6891994340602,1
"94",2.9959222887189,2.76320909912134,0.0159302780288664,3.53458587656644,1.24024626280351,1
"95",4.00187746904765,3.42298633843653,4.53645275630746,3.67408526255611,1.89715408560379,1
"96",3.04756388839824,2.55158973978369,5.1005423553389,3.91815853791492,1.89715408560379,1
"97",3.06437498343797,2.94772125725064,3.59731847767144,3.91815853791492,2.6891994340602,1
"98",3.71298934777737,3.2755391196703,0.0159302780288664,3.67408526255611,3.39735390134643,1
"99",3.5434894085251,3.54248672122578,0.0159302780288664,4.47095463051684,3.72917171990539,1
"100",3.78575320563255,3.71775855035926,3.59731847767144,4.1268530792802,2.96568136682534,1
"101",3.25216707421477,3.03182187734198,4.53645275630746,3.20715488063428,2.34686206362816,1
"102",3.57902002264899,3.30963206197694,0.0159302780288664,3.67408526255611,0.00196417350968963,1
"103",3.74462427085983,3.58486505941887,4.53645275630746,4.22087297636002,1.89715408560379,1
"104",2.97828930615486,2.78760549088786,4.53645275630746,3.01056626836238,0.00196417350968963,1
"105",3.25216707421477,2.60747507153296,3.59731847767144,3.38013964029283,2.34686206362816,1
"106",3.86465230127718,3.32638109253178,5.1005423553389,4.22087297636002,3.72917171990539,1
"107",2.78898330638666,2.52281372863176,0.0159302780288664,3.01056626836238,1.24024626280351,1
"108",3.69150732815607,3.83943645349503,4.53645275630746,4.3091387165987,2.6891994340602,1
"109",3.12972634491444,2.68744243575235,0.0159302780288664,4.02627613855767,3.19760299659675,1
"110",4.02782296550369,3.63949998679097,4.53645275630746,4.22087297636002,1.24024626280351,1
"111",3.86465230127718,3.63949998679097,3.59731847767144,4.86963592185165,2.96568136682534,1
"112",2.80907156088868,2.30350373685669,0.0159302780288664,3.91815853791492,2.96568136682534,1
"113",3.75501694966934,3.16814217668141,3.59731847767144,4.39231418985268,1.89715408560379,1
"114",3.72361158441812,3.2228397714138,5.50502905462588,3.80127725656816,3.19760299659675,1
"115",3.43132478076396,2.94772125725064,0.0159302780288664,3.38013964029283,2.96568136682534,1
"116",3.43132478076396,3.46896668068239,4.53645275630746,3.80127725656816,3.19760299659675,1
"117",3.16132442882953,2.71314265472977,3.59731847767144,4.02627613855767,0.00196417350968963,1
"118",2.78898330638666,2.4634803657926,0.0159302780288664,3.38013964029283,2.6891994340602,1
"119",3.65867236546045,3.24062097238995,4.53645275630746,3.67408526255611,2.6891994340602,1
